教室内での飲食は可能ですか	1	6
展示はいつあるの?	1	0
教室でお菓子を食べてもいいですか?	1	6
今日のプログラム	1	0
エレベーターはどこにありますか	1	2
どこから入ればいいかわからない	1	1
日曜にある展示の開催時間が知りたい	1	0
食事はどうすればいい?	1	6
説明会の日程と時間	1	0
N棟の場所	1	1
大学から折尾駅への市営バスの発車時刻を知りたい	1	3
どこかご飯を購入できる場所はありますか?	1	6
講義中、教室での飲食はできますか?	1	6
外で飲食をしてもいいですか?	1	6
会場は何時から入れますか	1	5
バスについて教えて	1	3
ひびきのの地図	1	1
バス停から学校への道順は?	1	1
バスの案内を見せて	1	3
どこに行けばいいの?	1	1
何時から入れますか?	1	5
企画の開始時間	1	0
何時まで見学できますか	1	5
新型コロナウイルスの対策は何が行われていますか	1	4
どうやって校舎まで行けばいいの?	1	1
入試相談コーナーのオープン時間を教えて	1	0
情報システム工学科の展示は何時から?	1	0
西鉄バスの時刻表が見たい	1	3
バスの時刻表示が見たい	1	3
次の折尾駅へのバスは何時に出発する?	1	3
四階の地図	1	2
イベントいつ終わる	1	0
1階の案内図を表示	1	2
キャンパスへ入れるのは何時からですか	1	5
N棟の場所を知りたい	1	1
企画は何時に始まる	1	0
案内所の場所はどこ?	1	2
どんなイベントが開催されているか	1	0
折尾行きのバス	1	3
折尾駅への帰り方が分からない	1	3
昼食が取れる場所を教えて	1	6
アクセスマップを表示して	1	1
形状記憶実験の場所を教えて	1	2
飲食できる場所を教えて	1	6
入っていい時間を知りたい	1	5
駅から大学への行き方は?	1	3
コロナ防止のための注意点はありますか?	1	4
オープンキャンパスはいつまでやってますか?	1	5
車を駐車できるスペースはありますか	1	1
イベントの開始時間	1	0
おひるごはんはどこで食べれますか?	1	6
どこでおやつを食べればいいの?	1	6
イベントは何時から何時まであるの?	1	5
ウッドデッキでお弁当を食べてもいい?	1	6
環境生命工学科の模擬授業の時間が知りたい	1	0
折尾駅行きのバスの時刻を知りたい	1	3
バス案内	1	3
折尾駅までバスで行きたい	1	3
バスの時刻表を見たい	1	3
開場に消毒液は設置されていますか?	1	4
悪寒がする	1	4
マスクの着用は必要ですか?	1	4
館内でご飯を食べていい?	1	6
車を止める場所はありますか	1	1
受付の仕方	1	5
昼飯食べたい	1	6
ここはどこ?	1	1
食べものを食べれる場所はどこですか	1	6
展示の日程	1	0
入館受付はどこ?	1	1
模擬授業の日程は?	1	0
いつ展示があるのか	1	0
講義の開始時間	1	0
駐車場はどこにありますか	1	1
N122の場所	1	2
